ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100_1_hit.vs.Ctrl_1_hit.logFC	LPS100.A10_1_hit.vs.Ctrl_1_hit.logFC	LPS100.B100_1_hit.vs.Ctrl_1_hit.logFC	LPS100_1_hit.vs.Ctrl_1_hit.p.value	LPS100.A10_1_hit.vs.Ctrl_1_hit.p.value	LPS100.B100_1_hit.vs.Ctrl_1_hit.p.value
ENSOARG00000017799	101117071	KANK2	KN motif and ankyrin repeat domains 2	-1.54119844597814	-2.12005995874442	-1.5179692719588	0.00226268283505136	0.000184072560194504	0.00256291419374115
ENSOARG00000017814	101111823	ARL5B	ADP ribosylation factor like GTPase 5B	3.29727321687919	2.8014422031947	3.17417541369653	3.70116757877786e-06	1.41555784595524e-05	4.6845969950796e-06
ENSOARG00000017823	101107057	DCBLD2	discoidin, CUB and LCCL domain containing 2	1.51020679003764	1.58116089025257	1.64052849843535	0.00214622440966473	0.00155366962481442	0.00114079001891194
ENSOARG00000017826	101102157	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1	-3.1641509209449	-1.90168996990338	-2.80334025011376	0.000527844826252695	0.00857455371715096	0.000995251420493515
ENSOARG00000017856	101106165	MEGF10	multiple EGF like domains 10	-1.19022397419223	-1.96629563250316	-1.2682964140407	0.0199708218921004	0.000523140961806896	0.0133438072680352
ENSOARG00000017861	101107250	MBLAC1	metallo-beta-lactamase domain containing 1	-1.36552939778829	-0.96822047493063	-1.34001627600951	0.00146728826852675	0.0360838132286029	0.00180023077749929
ENSOARG00000017906	101113687	PCYT2	phosphate cytidylyltransferase 2, ethanolamine	-1.34705935928783	-0.877229030708551	-1.19982386347672	0.000558413139866537	0.0496667996106344	0.00178758471960422
ENSOARG00000017954	101111781	ACSL4	acyl-CoA synthetase long chain family member 4	2.18309659548063	1.34087844188628	2.27469730333874	4.12722778601074e-05	0.00221898887432718	3.17600457271437e-05
ENSOARG00000017997	101123371	FAM131B	family with sequence similarity 131 member B	-1.49092043768489	-2.10817252634062	-1.46569206313452	0.00403694735294911	0.000352902063561364	0.00436731321496746
ENSOARG00000018016	101102694	PASK	PAS domain containing serine/threonine kinase	-1.73633233273173	-1.1338643861262	-1.39152346897629	0.000213933765706359	0.00755683007785862	0.00125118180546088
ENSOARG00000018077	101108203	ADCY3	adenylate cyclase 3	-1.12082759149908	-1.38766731024818	-1.05836337888868	0.00605935168694441	0.000777245701611927	0.0111465304742163
ENSOARG00000018083	101118798	ALDH3A2	aldehyde dehydrogenase 3 family member A2	-0.894559719360814	-1.0932158036993	-0.956954969786908	0.0142692506828119	0.00108448881508975	0.00624710905426721
ENSOARG00000018096		VAX1	ventral anterior homeobox 1	2.55333675952771	2.0687236536659	2.77708448953614	0.000669766942312462	0.00391574728053221	0.000358041093337619
ENSOARG00000018146	101103594	FICD	FIC domain containing	0.945966987123595	0.965615030666667	0.98893047787403	0.00843232802644131	0.00648336333657534	0.00490123754936877
ENSOARG00000018193	100147800	SLC25A10	solute carrier family 25 member 10	-2.05278125751453	-1.51253830664049	-2.16472446772993	0.000124795648190467	0.00123702940930986	8.97464655394494e-05
ENSOARG00000018199	101115959		TRPM8 channel-associated factor 2	2.14155998007323	1.35704824990413	2.20090299351436	0.00014004429102485	0.00572266024149324	0.000117758913334419
ENSOARG00000018257	101117614	TRIM3	tripartite motif containing 3	-1.32808432109437	-1.2675304034195	-1.36327470080267	0.00181853816859228	0.00266739371176945	0.00148511124540882
ENSOARG00000018258	101103068	SMAD6	SMAD family member 6	-1.67660158266084	-2.20325370775386	-1.55136538793714	0.0104579385191376	0.00155083990139605	0.0167880522406773
ENSOARG00000018282	101119738	SLC46A1	solute carrier family 46 member 1	-1.59538877968869	-1.29106396909297	-1.70010089493707	0.000947346158770305	0.00457897305202166	0.000615306410338403
ENSOARG00000018365		PAOX	polyamine oxidase	-1.06054423568808	-0.993897057576505	-1.06553817171264	0.00742737393913889	0.0147791458360223	0.00728036611290513
ENSOARG00000018427		APBB1	amyloid beta precursor protein binding family B member 1	-0.967801354829753	-1.03055945521363	-1.00671485259637	0.0499985989086044	0.0301931671052682	0.0373186580835415
ENSOARG00000018454	101103837	ABTB2	ankyrin repeat and BTB domain containing 2	3.18045471568905	3.27034948335711	3.07036553974405	1.60497561070264e-06	1.3832733986391e-06	2.25437396742457e-06
ENSOARG00000018458	101123650	STX6	syntaxin 6	1.0468678767747	1.014931748766	1.03382713447127	0.0159181281362573	0.0221605974855589	0.0186688259787313
ENSOARG00000018469	101111645	MTHFR	methylenetetrahydrofolate reductase	-1.99675550610856	-2.48234113517606	-2.03399237767025	0.000103502852662187	2.66710945754349e-05	9.16721909582525e-05
ENSOARG00000018528	101123140	TGM2	transglutaminase 2	2.57076499978054	0.84005468932023	2.58898259805991	1.08149141808062e-06	0.044569613854067	9.95946674541951e-07
ENSOARG00000018536	101117180	FERMT1	fermitin family member 1	1.41817335880707	1.5115735288975	1.38500144917144	0.00434839632433229	0.00268506885106037	0.00534836065365011
ENSOARG00000018548	443544	SHMT1	serine hydroxymethyltransferase 1	-1.35097363441003	-1.58408647651105	-1.60805770295262	0.000965411818397237	0.00029552672206995	0.000252707942744386
ENSOARG00000018551	101105917	ANP32A	acidic nuclear phosphoprotein 32 family member A	-0.947164373732612	-1.02183537346185	-1.01465361181676	0.0480616640984623	0.0256372131460362	0.0271989167912241
ENSOARG00000018615	101112306	SAMD9	sterile alpha motif domain-containing protein 9	2.65683739560209	1.94489071149739	2.61603943910773	0.000122517997827991	0.00129221875064988	0.000135893936773689
ENSOARG00000018623	101109444	ZNF608	zinc finger protein 608	-1.22962774454587	-1.348965372676	-1.34874366779743	0.00528945769233019	0.00221898887432718	0.00234298848598408
ENSOARG00000018628	101113187	NFKBIZ	NFKB inhibitor zeta	2.41814487815882	2.71282380261723	2.35432035834712	0.000686171726491567	0.000352902063561364	0.000864824643440987
ENSOARG00000018682				3.66267725922008	2.51086440792005	3.88605651656489	3.10717730183034e-05	0.000639233622952835	1.96403453007185e-05
ENSOARG00000018691				3.77016113175801	2.53276687657917	3.88723458971268	2.48489356045626e-05	0.000481945304910221	2.06271045371569e-05
ENSOARG00000018699	101111901	CRTAM	cytotoxic and regulatory T cell molecule	6.75710234278447	7.61697110888585	6.72229359363253	3.79492718790779e-05	1.41555784595524e-05	4.02121281228506e-05
ENSOARG00000018723	101115206	TMEM38A	transmembrane protein 38A	-1.36568583818515	-1.43886981068534	-1.2036843022136	0.0145639251096742	0.0107710905511783	0.0351999704038479
ENSOARG00000018738	101117688	BMP2	bone morphogenetic protein 2	1.93618337631302	2.92995896519453	1.77592091444074	0.000494274248778147	2.35252404049699e-05	0.00106898900549909
ENSOARG00000018765	101107966	LRRC49	leucine rich repeat containing 49	-1.20820604012889	-1.55150898704883	-1.2277964043413	0.00693278058211448	0.00092881217346799	0.00623004520349169
ENSOARG00000018834	101119413	NLRC5	NLR family CARD domain containing 5	2.82704962874445	2.07926248732687	2.88956234434814	1.54212090599931e-05	0.000157854310648126	1.36861253067415e-05
ENSOARG00000018849	101122535	GHDC	GH3 domain containing	-1.14584467560732	-1.00390831068654	-1.24318110705286	0.0164559712369027	0.0499562477760751	0.00903568132189489
ENSOARG00000018857	443247	SLC1A2	solute carrier family 1 member 2	2.3500724055991	1.49287274460711	2.4905356578315	0.000179206853427694	0.00729723153209693	0.000114555379384162
ENSOARG00000018978	101103495	RNASEL	ribonuclease L	2.64452286293598	1.5199284542405	2.5093987140231	0.000187614392209674	0.012888408685292	0.000297429503364817
ENSOARG00000019002	101103743	RGS16	regulator of G protein signaling 16	3.36246045894539	3.02916162940178	3.30022670864629	0.000111687473445893	0.000249975427766416	0.000128387260428495
ENSOARG00000019004	101111869	DPYSL5	dihydropyrimidinase like 5	-1.69468932262651	-2.6562456804258	-2.1974796878487	0.00403694735294911	0.000229182952287042	0.000703499671909835
ENSOARG00000019033				2.39505267942135	1.59039584197493	2.14918137691553	0.000887303908260083	0.0189795880038639	0.00215176819114782
ENSOARG00000019095	101123199	CSF2RB	colony stimulating factor 2 receptor beta common subunit	1.86151612897355	1.1408900220305	1.87802698883712	9.11028567916958e-06	0.000836945721813767	8.42063742784446e-06
ENSOARG00000019098	101104473	RND1	Rho family GTPase 1	3.32932048397861	3.22192834753461	3.31546956196634	9.85087656374835e-06	1.41555784595524e-05	9.87195001282955e-06
ENSOARG00000019154	101107185	TTLL12	tubulin tyrosine ligase like 12	-1.13376917616039	-1.41705243859974	-1.13522364145138	0.0346246795802789	0.0069413072296057	0.0360576148850027
ENSOARG00000019172	101115461	MDP1	magnesium dependent phosphatase 1	-0.934620715504099	-0.978685727218601	-1.00794894741347	0.0281805878653593	0.0181333556359584	0.0137507041499271
ENSOARG00000019174	101106199	LOC101106199	hemoglobin fetal subunit beta	1.18531934788355	1.64170368529111	1.19964291939982	0.0140289338886079	0.000923141737525862	0.0132647441266014
ENSOARG00000019192	101118402	PLCXD2	phosphatidylinositol specific phospholipase C X domain containing 2	2.81743709744652	1.63938372779979	2.71085220574737	1.51289517377101e-05	0.00175946865449341	2.10221333773214e-05
ENSOARG00000019194	101116402	REC8	REC8 meiotic recombination protein	1.21732694651581	1.41055194513598	1.13522594444485	0.00986280032674884	0.00268171903965766	0.0187214025349583
ENSOARG00000019253	101108123	CARD10	caspase recruitment domain family member 10	-1.44496053055458	-1.44754504409997	-1.42337879385297	0.000472137316986339	0.000484555235972645	0.000536487937410224
ENSOARG00000019272	101103965	USP18	ubiquitin specific peptidase 18	3.06433439575494	1.87063296510057	2.95288093686373	0.00131660474376587	0.0322042026151337	0.00170364859401108
ENSOARG00000019324	101112941	INPP5D	inositol polyphosphate-5-phosphatase D	-1.12340720543451	-1.8654124077635	-1.27217677256932	0.0157861609184124	0.000291228960533236	0.00570583076363074
ENSOARG00000019342	101121520	HOMEZ	homeobox and leucine zipper encoding	1.24582140795573	1.09250605033935	1.20319872121473	0.000324204577670476	0.00144525293487168	0.000479705534641079
ENSOARG00000019347		NGEF	neuronal guanine nucleotide exchange factor	-2.21546585245308	-2.21126520902265	-1.98950316654472	1.60805371978672e-05	1.99420208455604e-05	3.83519629820433e-05
ENSOARG00000019349	101104200	CSF1	colony stimulating factor 1	2.1049820040974	1.53565765275498	2.10750628202057	0.00140599604720386	0.0140168349167497	0.00145180462310676
ENSOARG00000019354	443250	SLC7A8	solute carrier family 7 member 8	-1.82199867742623	-1.90330874651862	-1.91554032173356	0.00793327273618475	0.0049580969111363	0.00587239020553397
ENSOARG00000019372	101107273	VDR	vitamin D receptor	1.84782354662745	1.93779400157179	1.81824883296434	2.06250272472441e-05	1.66720371587246e-05	2.46070897655114e-05
ENSOARG00000019381	101123082	BOC	BOC cell adhesion associated, oncogene regulated	-1.18444620433645	-1.94086278589454	-1.25383945812094	0.0362459215743783	0.00153611334478057	0.0262513170677967
ENSOARG00000019387	101102150	AJUBA	ajuba LIM protein	-0.987787471317518	-1.35805291782117	-0.931261489858892	0.0103597827613076	0.000364735368572182	0.0206817955121387
ENSOARG00000019436	101105755	ABHD4	abhydrolase domain containing 4	-0.950814672006115	-1.04784936514334	-1.17650519002982	0.00332861469098314	0.00085769964316013	0.000211010648117703
ENSOARG00000019446		TNS1	tensin 1	-1.38698939732608	-1.63339638080756	-1.36117693514013	0.00017853316686788	5.20854902945707e-05	0.000216760422798193
ENSOARG00000019454	101120994	RBKS	ribokinase	-1.04860433184064	-1.69835568815269	-0.994236791986355	0.0192882883432468	0.000369156945867957	0.0331041348897513
ENSOARG00000019503	101109694	CAPRIN2	caprin family member 2	-1.36695266469365	-1.05000418662971	-1.41352326021598	0.0005147338663025	0.00774783773076816	0.000403704406131884
ENSOARG00000019535	443365	SLC11A1	solute carrier family 11 member 1	-1.27925345417981	-1.39752410176584	-1.34299147296298	0.0217991456841384	0.0126908978075865	0.0166301167812093
ENSOARG00000019539		GRAMD4	GRAM domain containing 4	-1.84302267192521	-1.27738533912126	-1.83468334157579	0.000756937816298386	0.011139109103222	0.000828381420339096
ENSOARG00000019563		CERK	ceramide kinase	-2.0385572235371	-2.04287154863091	-2.00602391510785	0.000108507357803532	0.000114704578560763	0.000125240100829218
ENSOARG00000019564	101108298	TMTC1	transmembrane and tetratricopeptide repeat containing 1	1.63445546598068	1.05977537775087	1.54558858301875	0.000324204577670476	0.016709023523171	0.000527631595349563
ENSOARG00000019568	101116530	AGO4	argonaute 4, RISC catalytic component	-1.59186386856915	-1.21362920571217	-1.75686460158947	0.00369644579749713	0.0238696251275184	0.00188283912522988
ENSOARG00000019630	443330	ADORA3	adenosine A3 receptor	-3.2451232933797	-3.22030887807945	-3.57859080762364	0.000181987615963113	0.000197252465519703	0.000107368786288007
ENSOARG00000019636	101103634	LBH	limb bud and heart development	-2.45229057280249	-1.543119759905	-2.17791984789397	0.000190538284213383	0.00458264818259045	0.000459700092466691
ENSOARG00000019718	100142674	PRKAG3	protein kinase AMP-activated non-catalytic subunit gamma 3	-2.07027912642118	-2.58551738409199	-2.32923028035928	0.000380872259545206	8.92161634009673e-05	0.000179509092685915
ENSOARG00000019733	101117713	MOV10	Mov10 RISC complex RNA helicase	1.86660362599841	1.29656331172978	1.91489002142106	0.000848322058805672	0.0141538195977177	0.000720463060645655
ENSOARG00000019734	101111785	WNT6	Wnt family member 6	4.27968248431855	2.70811510149829	4.61738830408622	9.5489742260669e-06	0.000442389187363438	5.15226774395172e-06
ENSOARG00000019742	101106754	MXD1	MAX dimerization protein 1	2.79428782074105	2.47263365912691	2.68656152635097	5.68506297919789e-05	0.000148286234058527	7.69795574938639e-05
ENSOARG00000019760	101118325	ZC3H12A	zinc finger CCCH-type containing 12A	3.12671410221828	3.18873301869591	3.15638832294829	3.70116757877786e-06	4.06775446890256e-06	3.5093310829597e-06
ENSOARG00000019762	554317	CD80	CD80 molecule	4.45620794248447	2.64994449909239	4.39251181014049	2.03948575914002e-05	0.000675653964763731	2.28826883882545e-05
ENSOARG00000019799	101115956	MAPK12	mitogen-activated protein kinase 12	-0.965743109348813	-1.24097964212167	-1.11323185421891	0.00832908787445085	0.000454506651137161	0.00151211926245122
ENSOARG00000019806	101116473	PLXNB2	plexin B2	-1.10873584988503	-1.43923314993027	-1.13611267521779	0.000493393030309226	4.12021076870434e-05	0.00037828687370914
ENSOARG00000019813	101115074	C1orf109	chromosome 1 open reading frame, human C1orf109	3.05653578212811	2.07739909011996	2.88396065589845	0.000324204577670476	0.00526019018753848	0.000491465944473962
ENSOARG00000019872	101110515	LPCAT4	lysophosphatidylcholine acyltransferase 4	-1.31257873196961	-1.4106974644582	-1.2427125494144	0.000775148579884213	0.000441148925277203	0.00140237875319387
ENSOARG00000019876	101109429	ARHGAP25	Rho GTPase activating protein 25	-1.76559668827755	-2.58165952099184	-1.89402766961725	0.00966826108409182	0.000721459921688914	0.00613224965569856
ENSOARG00000019902	101110218	PLEK	pleckstrin	3.6554991911275	2.95215814912302	3.41601824849752	2.04692844594912e-05	8.34748479155026e-05	3.29960713190537e-05
ENSOARG00000019952	101117026	FHL3	four and a half LIM domains 3	-0.989466261645877	-1.62825152814774	-0.875623212133031	0.00843495824067005	6.4222500663791e-05	0.0347999422546963
ENSOARG00000019957	101109136	GTF2E1	general transcription factor IIE subunit 1	1.53828759841868	1.09770955403843	1.25815560466793	0.00224222536662563	0.0324985800232328	0.0109252730329357
ENSOARG00000019968	101112806		basic helix-loop-helix family member e41	1.96450041789994	1.54541542886059	1.88601357769545	4.1453818180812e-05	0.000349888265637768	5.93356612086842e-05
ENSOARG00000019973	101113746	RASSF8	Ras association domain family member 8	1.07249247400392	1.51582422335105	1.02642536544272	0.0217185281304347	0.00112657811913604	0.0334918818265569
ENSOARG00000020020	100302357	TUBA4A	tubulin alpha 4a	1.81126983343715	0.977133747646398	1.84517514394859	0.000212654077907742	0.04780758992636	0.00019098482189751
ENSOARG00000020045				-1.37682590963566	-1.64038951702229	-1.36360978156681	0.0138214084859595	0.00464842073061888	0.0148125299196611
ENSOARG00000020092	101111847		solute carrier family 15 member 2	3.08397679349269	2.13127982292425	2.98830771577354	6.31883166338043e-06	0.000120605668212913	7.83463506822934e-06
ENSOARG00000020096	101119857	HPCAL4	hippocalcin like 4	-1.44512768894523	-1.70655043924181	-1.76198427614072	0.0150240060777364	0.00553796341312221	0.00468417370739292
ENSOARG00000020117	101114860	ETNK1	ethanolamine kinase 1	1.06620499277226	1.26220953568405	1.16114760760841	0.0101167492930329	0.00177394143383786	0.00437069978579738
ENSOARG00000020138	101104540	NGF	nerve growth factor	2.43781718944741	3.07764885609242	2.41565196305325	0.00485228870462789	0.000973507013364849	0.00541980554016861
ENSOARG00000020153	101119106	DTX3L	deltex E3 ubiquitin ligase 3L	2.28381851757598	1.29658041071479	2.11935135379528	8.52202674153802e-05	0.00769548083526934	0.000149093851994459
ENSOARG00000020160	101114323	PARP14	poly(ADP-ribose) polymerase family member 14	2.63862511473836	1.32905653389934	2.52371896775598	0.000493507971319129	0.0496667996106344	0.000667061379003375
ENSOARG00000020162	101113074	PLCB2	phospholipase C beta 2	-2.5888439939777	-3.2076479089136	-2.66708553875558	0.000119548037564234	3.99394909734649e-05	0.000101552852575668
ENSOARG00000020190				-1.34703845963369	-1.66328191674797	-1.17132250597088	0.00312823627242956	0.000638831814361762	0.0109201008261736
ENSOARG00000020195				-1.56109206039845	-2.21847871959486	-1.3793072981562	0.00221515392448334	0.000165843019100568	0.00560992390989311
ENSOARG00000020199				-1.38570124041134	-1.92274520501411	-1.24912328185339	0.00736776834735069	0.000690681245249986	0.0151439664373387
ENSOARG00000020202				-1.45976768532283	-2.06577502787688	-1.77960633168061	0.0365412216339537	0.00489600882351644	0.0143743783267958
ENSOARG00000020215				3.89299179050222	2.68410178357909	4.02492835490828	4.08660007218584e-05	0.00051095688348541	3.44945687454091e-05
ENSOARG00000020220	101116528	UMPS	uridine monophosphate synthetase	1.29187445260468	1.08288962944841	1.1217840877304	0.00242888334089126	0.0132593745806365	0.00961951216489649
ENSOARG00000020222	101120887	ITGB5	integrin subunit beta 5	-0.893953475100972	-1.03485584820947	-0.936533553214889	0.0260575960299042	0.00490669574229406	0.0161261155738695
ENSOARG00000020239		OBSL1	obscurin like 1	-1.39399797785093	-1.54934869366947	-1.43216510567517	5.81664166807203e-05	2.81358086090564e-05	4.94868545390083e-05
ENSOARG00000020264	101110764	RMDN3	regulator of microtubule dynamics 3	2.06555256081556	1.76972618382534	2.00425882895743	0.0008262136100374	0.00282811732544405	0.00109127989646781
ENSOARG00000020351	101123000	NRROS	negative regulator of reactive oxygen species	1.49133192918485	1.40240524289361	1.43962102152993	0.000429821355041533	0.000711327499479354	0.00056125237430501
ENSOARG00000020383	101104112	BDH1	3-hydroxybutyrate dehydrogenase 1	-1.90544709291046	-1.40342858986635	-1.47783432324392	0.000222982656427307	0.00236981168533266	0.00167800980857908
ENSOARG00000020416	101106047	ATP13A3	ATPase 13A3	2.23535977593819	1.39434459710789	2.36999721325849	0.000195712777315181	0.00760630634110957	0.000130879988838673
ENSOARG00000020471	443461	SLC2A1	solute carrier family 2 member 1	1.57459106339168	1.49668851523705	1.65164207018592	0.000101089923927717	0.000166740633190499	6.75873920939409e-05
ENSOARG00000020495	100125352	RTP4	receptor transporter protein 4	2.24723449035749	1.42451131275159	2.17778319325596	0.000397197151961657	0.0121264967429932	0.000507843804466955
ENSOARG00000020506	100913159	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	-1.50210287279168	-2.03497667465503	-1.901427428558	0.00281255475891426	0.000345848458154997	0.000555874886239636
ENSOARG00000020535	101117588	SNAP23	synaptosome associated protein 23	2.20190900771737	1.49945919866015	2.06181478616886	3.93967453723256e-05	0.00088092184349668	6.50512450054398e-05
ENSOARG00000020576		CCL20	C-C motif chemokine ligand 20	6.45420166344655	6.74654773508879	6.44344925545248	5.21644573787182e-07	3.55985149954551e-07	5.25686308437123e-07
ENSOARG00000020583	101104977	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	-0.98451186110353	-1.20045715910794	-0.954597071240047	0.0105729109931975	0.00111640507066333	0.0155787630221608
ENSOARG00000020602		NUDT17	nudix hydrolase 17	-0.93679573768817	-0.938668647390449	-0.893539180129193	0.0164401626449186	0.0167869194563348	0.0295742953310802
ENSOARG00000020646				1.96462678442022	1.19810390356263	1.79255322392217	9.53253733655773e-05	0.00656301084549219	0.000203461760622907
ENSOARG00000020656		SP100	SP100 nuclear antigen	2.21958294362326	1.41316842493838	2.11063931322458	0.00218735888452847	0.0443468176502336	0.00314652902916437
ENSOARG00000020761	101115086	TNIK	TRAF2 and NCK interacting kinase	-1.13225648543316	-1.14562871683612	-1.07783818205975	0.0324514865482389	0.0316460459224683	0.0486026006449769
ENSOARG00000020763	101108212	GUCY2C	guanylate cyclase 2C	-1.00823069422682	1.3625008477156	-1.32525299257886	0.0405509523918656	0.00167602857627564	0.00462887774500914
ENSOARG00000020793	101101990	LACTB	lactamase beta	-1.39688858967331	-2.02761458328215	-1.4524389642748	0.0075139472680225	0.000482161260429307	0.00598567077844009
ENSOARG00000020828	780505	IL1RN	interleukin 1 receptor antagonist	4.5832467005955	3.15729706171728	4.53012672951521	2.62960824297581e-06	2.71115154711581e-05	2.8818887817208e-06
ENSOARG00000020838	101110748	GPRC5A	G protein-coupled receptor class C group 5 member A	1.35530415201605	1.59420045496082	1.34006341442469	9.53253733655773e-05	2.71115154711581e-05	0.000104495943659961
ENSOARG00000020843	101105996	IL36B	interleukin 36 beta	2.58530855422368	3.14327123341945	2.77129906902947	0.000956130903372249	0.000203171606528693	0.000548732441808374
ENSOARG00000020848		IL36A	interleukin 36 alpha	3.4895824081493	3.31652866496644	3.48393807664885	2.81397576601734e-05	4.75711970762461e-05	2.96584012963409e-05
ENSOARG00000020866	443539	IL1B	interleukin 1 beta	5.96591585336472	5.01101487667367	5.93552011162595	8.89590510579699e-05	0.000216007830457023	9.24946439032072e-05
ENSOARG00000020867	101119219	CGNL1	cingulin like 1	2.49135564144724	1.34062946726296	2.57875375144725	1.21677273138061e-06	0.000259357957537675	9.95946674541951e-07
ENSOARG00000020873	101104466	RNF19B	ring finger protein 19B	3.6337700501786	2.58755714000607	3.44946363482346	1.72099688900981e-06	1.77817484682523e-05	2.63975120869435e-06
ENSOARG00000020877	443404	IL1A	interleukin 1 alpha	5.08290264825972	4.67860136045869	4.97209658959789	0.000231772271792752	0.000376384561211821	0.000283717793259009
ENSOARG00000020888	101113402	BCL2L14	BCL2 like 14	2.20767077589723	1.60972623209356	2.13997433729973	0.000615034545231571	0.00768806565869141	0.000828381420339096
ENSOARG00000020909	101105225	KIAA1522	KIAA1522 ortholog	-1.76489278763414	-2.2954957824237	-1.71674816709976	0.00100296009507482	0.000148286234058527	0.00133068709941019
ENSOARG00000020911		SYNC	syncoilin, intermediate filament protein	-1.50973057365925	-1.62288933903879	-1.55402317439288	0.0192653155772127	0.0138500354141657	0.0176166544047415
ENSOARG00000020961		MARCKSL1	MARCKS like 1	2.83920843913269	2.41386100063622	2.82700878963047	1.36930263953528e-05	5.02900198936099e-05	1.39362461792672e-05
ENSOARG00000021012	101117918	OLR1	oxidized low density lipoprotein receptor 1	2.74832750107638	2.14229981037348	2.6770275090565	7.99689901126852e-07	4.92645053828385e-06	9.95946674541951e-07
ENSOARG00000021016	101118775	CLEC1A	C-type lectin domain family 1 member A	-1.13115778440885	-1.03648904844161	-1.22274429266449	0.0184746594273314	0.0390284201411444	0.0102345350215957
ENSOARG00000021041	101114276	C15orf48	chromosome 7 open reading frame, human C15orf48	2.47936301288758	1.95854667193459	2.60291003631562	1.60416730597515e-05	0.000105856590515941	1.15905254885692e-05
ENSOARG00000021069	443502	BMP4	bone morphogenetic protein 4	-1.25504471178222	-1.6691999354223	-1.26823727673169	0.00385554819279879	0.0003761338059753	0.00353250423035077
ENSOARG00000021078	101112987	GCH1	GTP cyclohydrolase 1	1.20551663897907	1.58931428366403	1.34429187162312	0.0106109304725995	0.00111428486310085	0.00439001149571535
ENSOARG00000021114	101116320	DACT1	dishevelled binding antagonist of beta catenin 1	-3.05208953800665	-2.71192255705458	-2.49491010248757	1.0202732884325e-05	2.41874887607873e-05	3.72751815378951e-05
ENSOARG00000021131	101104405	MNAT1	MNAT1, CDK activating kinase assembly factor	1.02572941240083	0.974843567487423	0.952747076953745	0.0181835218172255	0.0309501750060835	0.0384819104907999
ENSOARG00000021142	101107285	RHOJ	ras homolog family member J	2.02940069756795	1.06349589650546	2.2916166417139	0.00015510227287606	0.0391312473727258	6.17424587968914e-05
ENSOARG00000021162	101112228	GPHN	gephyrin	1.20701823965162	1.3734025479871	1.31373096666695	0.00484852816778414	0.00145008282632278	0.00221548718190496
ENSOARG00000021170	780468	ARG2	arginase 2	2.29166333296695	2.1809073117715	2.16790542091269	0.000144976954684962	0.000235016787281422	0.000243680566878008
ENSOARG00000021187	101119480	SUSD6	sushi domain containing 6	1.15151681108157	0.964817732361457	1.11876655189507	0.00279857943754026	0.019588993622844	0.00394765051621256
ENSOARG00000025179				6.59815110108272	7.42436172379907	6.60170861348665	5.16416356361862e-07	1.86421952925298e-07	5.10065007238898e-07
